Format Version,1.23,Take Name,Team 5 Real 1,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2019-08-04 11.06.20.925 AM,Total Frames in Take,11099,Total Exported Frames,11099,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
4584,12.733333,-0.010174,-0.005510,0.005479,-0.999918,1.342418,1.051740,3.984221,1.343187,1.050458,4.023172,1.409356,1.050467,3.965283,1.273325,1.053375,3.961839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4585,12.736111,-0.010772,-0.004134,0.006148,-0.999915,1.342449,1.051634,3.984343,1.343192,1.050482,4.023165,1.411130,1.049047,3.966619,1.273281,1.053538,3.961809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586,12.738889,-0.003571,-0.003483,0.008712,-0.999950,1.342698,1.051205,3.984031,1.343182,1.050424,4.023117,1.411585,1.048864,3.965446,1.273281,1.053515,3.961798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4587,12.741667,-0.004212,-0.005040,0.007609,-0.999950,1.342657,1.051303,3.983896,1.343187,1.050367,4.023133,1.411649,1.048895,3.965454,1.273286,1.053392,3.961816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4588,12.744444,-0.005289,-0.005156,0.007597,-0.999944,1.342653,1.051338,3.983892,1.343170,1.050432,4.023157,1.411643,1.049000,3.965438,1.273315,1.053470,3.961851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4589,12.747222,-0.010218,-0.004234,0.006733,-0.999916,1.342437,1.051569,3.984334,1.343197,1.050416,4.023098,1.410857,1.049653,3.966740,1.273325,1.053414,3.961804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4590,12.750000,-0.003616,-0.004615,0.006937,-0.999959,1.342728,1.051172,3.983912,1.343185,1.050289,4.023166,1.411646,1.048813,3.965525,1.273295,1.053390,3.961766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4591,12.752778,-0.008885,-0.005827,0.007089,-0.999918,1.342529,1.051542,3.984111,1.343182,1.050364,4.023113,1.409491,1.050272,3.965286,1.273271,1.053477,3.961822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4592,12.755556,-0.005878,-0.005274,0.007627,-0.999940,1.342511,1.051322,3.983864,1.343189,1.050398,4.023148,1.411739,1.048590,3.965770,1.273319,1.053363,3.961722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4593,12.758333,-0.010420,-0.006907,0.006737,-0.999899,1.342475,1.051671,3.983979,1.343214,1.050374,4.023122,1.409474,1.050330,3.965274,1.273288,1.053532,3.961774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4594,12.761111,-0.006478,-0.005553,0.007561,-0.999935,1.342497,1.051332,3.983840,1.343201,1.050158,4.022924,1.411644,1.048585,3.965759,1.273306,1.053342,3.961811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4595,12.763889,-0.015618,-0.005103,0.007755,-0.999835,1.342488,1.051020,3.983813,1.342973,1.050137,4.023037,1.411628,1.048542,3.965785,1.273285,1.053585,3.961814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4596,12.766667,-0.005823,-0.005260,0.007235,-0.999943,1.342531,1.051407,3.983901,1.343165,1.050345,4.023134,1.411705,1.048695,3.965788,1.273308,1.053424,3.961790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4597,12.769444,-0.009154,-0.004995,0.005930,-0.999928,1.342609,1.051638,3.984213,1.343228,1.050453,4.023127,1.411216,1.048870,3.966225,1.273305,1.053412,3.961772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4598,12.772222,-0.002049,-0.004428,0.006522,-0.999967,1.342753,1.051271,3.983873,1.343187,1.050476,4.023108,1.411680,1.048936,3.965512,1.273276,1.053421,3.961690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4599,12.775000,-0.005000,-0.005342,0.007321,-0.999946,1.342581,1.051417,3.983918,1.343161,1.050474,4.023155,1.411736,1.048574,3.965820,1.273304,1.053588,3.961835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,12.777778,-0.012853,-0.005831,0.007332,-0.999874,1.342426,1.051856,3.984272,1.343210,1.050384,4.023154,1.409411,1.050464,3.965317,1.273345,1.053357,3.961797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4601,12.780556,-0.001820,-0.004868,0.006341,-0.999966,1.342772,1.051295,3.983879,1.343214,1.050503,4.023156,1.411696,1.048957,3.965438,1.273298,1.053393,3.961739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4602,12.783333,-0.003709,-0.004579,0.006451,-0.999962,1.342777,1.051296,3.983906,1.343185,1.050389,4.023149,1.411665,1.049066,3.965505,1.273335,1.053463,3.961769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4603,12.786111,-0.013296,-0.005757,0.008505,-0.999859,1.342368,1.051825,3.984245,1.343155,1.050345,4.023119,1.409701,1.050321,3.965457,1.273260,1.053489,3.961768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4604,12.788889,-0.013576,-0.005928,0.008374,-0.999855,1.342356,1.051888,3.984255,1.343171,1.050493,4.023129,1.409711,1.050356,3.965430,1.273279,1.053422,3.961798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605,12.791667,-0.009031,-0.006661,0.006229,-0.999918,1.342464,1.051677,3.983787,1.343302,1.050744,4.023089,1.409494,1.050367,3.965313,1.273327,1.053392,3.961806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4606,12.794444,-0.006146,-0.004924,0.007547,-0.999941,1.342606,1.051263,3.983830,1.343154,1.050046,4.022910,1.411675,1.048935,3.965436,1.273211,1.053433,3.961826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4607,12.797222,-0.003876,-0.005039,0.007859,-0.999949,1.342648,1.051313,3.983910,1.343167,1.050382,4.023169,1.411622,1.048873,3.965475,1.273313,1.053407,3.961806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4608,12.800000,-0.003242,-0.003130,0.008392,-0.999955,1.342670,1.051108,3.983978,1.343123,1.050083,4.022916,1.411644,1.048780,3.965458,1.273255,1.053371,3.961725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,12.802778,-0.003921,-0.004995,0.007463,-0.999952,1.342634,1.051330,3.983887,1.343161,1.050465,4.023189,1.411617,1.048899,3.965441,1.273281,1.053456,3.961791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4610,12.805556,-0.004532,-0.005005,0.007634,-0.999948,1.342637,1.051318,3.983865,1.343167,1.050414,4.023114,1.411713,1.048882,3.965404,1.273215,1.053447,3.961802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611,12.808333,-0.004216,-0.005228,0.007312,-0.999951,1.342540,1.051377,3.983923,1.343159,1.050512,4.023143,1.411685,1.048485,3.965877,1.273260,1.053550,3.961825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4612,12.811111,-0.005078,-0.005332,0.007372,-0.999946,1.342443,1.051388,3.983892,1.343137,1.050587,4.023144,1.411644,1.048558,3.965803,1.273267,1.053295,3.961819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4613,12.813889,-0.010692,-0.004503,0.006250,-0.999913,1.342307,1.051670,3.984325,1.343147,1.050507,4.023167,1.410972,1.049063,3.966632,1.273266,1.053446,3.961809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4614,12.816667,-0.004988,-0.006232,0.008045,-0.999936,1.342521,1.051395,3.983751,1.343176,1.050573,4.023106,1.411394,1.049016,3.965053,1.273257,1.053461,3.961784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4615,12.819444,-0.004835,-0.005338,0.007927,-0.999943,1.342618,1.051330,3.983900,1.343193,1.050441,4.023103,1.411597,1.048870,3.965429,1.273262,1.053443,3.961882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4616,12.822222,-0.010360,-0.005622,0.010401,-0.999876,1.342593,1.051696,3.984149,1.343170,1.050402,4.023125,1.411034,1.048789,3.966228,1.273287,1.053472,3.961817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4617,12.825000,-0.004440,-0.005177,0.008755,-0.999938,1.342595,1.051286,3.984240,1.343143,1.050420,4.023118,1.411652,1.048578,3.965783,1.273311,1.053387,3.961769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4618,12.827778,-0.003678,-0.005128,0.007775,-0.999950,1.342623,1.051361,3.983897,1.343170,1.050513,4.023157,1.411615,1.048855,3.965417,1.273252,1.053424,3.961823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4619,12.830556,-0.003644,-0.003333,0.008487,-0.999952,1.342675,1.051205,3.984044,1.343145,1.050559,4.023124,1.411677,1.048539,3.965868,1.273278,1.053453,3.961789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620,12.833333,-0.003578,-0.005347,0.007245,-0.999953,1.342551,1.051337,3.983858,1.343160,1.050462,4.023118,1.411693,1.048512,3.965734,1.273230,1.053473,3.961761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4621,12.836111,-0.003597,-0.003886,0.007506,-0.999958,1.342651,1.051204,3.984019,1.343205,1.050524,4.023100,1.411622,1.048652,3.965771,1.273264,1.053489,3.961798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4622,12.838889,-0.002785,-0.003750,0.006756,-0.999966,1.342629,1.051187,3.984012,1.343159,1.050478,4.023101,1.411644,1.048702,3.965728,1.273256,1.053346,3.961753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4623,12.841667,-0.004574,-0.005227,0.006617,-0.999954,1.342539,1.051335,3.983887,1.343147,1.050486,4.023159,1.411606,1.048722,3.965801,1.273291,1.053395,3.961777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624,12.844444,-0.008057,-0.004736,0.004321,-0.999947,1.342337,1.051554,3.984042,1.343152,1.050543,4.023140,1.409340,1.050401,3.965224,1.273340,1.053259,3.961843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4625,12.847222,-0.004377,-0.005149,0.006863,-0.999954,1.342559,1.051378,3.983889,1.343155,1.050472,4.023148,1.411685,1.048712,3.965810,1.273269,1.053471,3.961785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4626,12.850000,-0.003413,-0.004803,0.006616,-0.999961,1.342720,1.051308,3.983872,1.343173,1.050543,4.023103,1.411634,1.048989,3.965458,1.273295,1.053471,3.961788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4627,12.852778,-0.003964,-0.004602,0.005976,-0.999964,1.342749,1.051207,3.983883,1.343163,1.050401,4.023136,1.411647,1.048966,3.965468,1.273337,1.053319,3.961780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4628,12.855556,-0.001890,-0.003367,0.007207,-0.999967,1.342794,1.051062,3.984010,1.343156,1.050375,4.023096,1.411646,1.048623,3.965769,1.273297,1.053377,3.961771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4629,12.858333,-0.003243,-0.004885,0.006326,-0.999963,1.342774,1.051230,3.983901,1.343187,1.050483,4.023138,1.411691,1.048951,3.965461,1.273344,1.053334,3.961851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4630,12.861111,-0.002312,-0.003093,0.007407,-0.999965,1.342803,1.051052,3.984019,1.343161,1.050225,4.022924,1.411673,1.048497,3.965877,1.273338,1.053414,3.961791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4631,12.863889,-0.003524,-0.006175,0.007145,-0.999949,1.342663,1.051363,3.983740,1.343192,1.050521,4.023136,1.411422,1.049058,3.965014,1.273389,1.053450,3.961752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4632,12.866667,-0.003259,-0.004873,0.007428,-0.999955,1.342765,1.051296,3.983874,1.343187,1.050482,4.023140,1.411673,1.048850,3.965421,1.273387,1.053543,3.961795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4633,12.869444,-0.009733,-0.004327,0.004843,-0.999932,1.342405,1.051559,3.984064,1.343204,1.050456,4.023126,1.409433,1.050356,3.965302,1.273361,1.053440,3.961807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,12.872222,-0.010018,-0.004316,0.004870,-0.999929,1.342393,1.051530,3.984012,1.343178,1.050074,4.022906,1.409800,1.050365,3.965480,1.273315,1.053453,3.961763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4635,12.875000,-0.003951,-0.005352,0.007524,-0.999950,1.342604,1.051306,3.983865,1.343187,1.050543,4.023118,1.411701,1.048512,3.965760,1.273366,1.053448,3.961769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4636,12.877778,-0.010280,-0.004140,0.005333,-0.999924,1.342413,1.051570,3.984009,1.343190,1.050164,4.022906,1.409512,1.050343,3.965273,1.273348,1.053567,3.961766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4637,12.880556,-0.004784,-0.004557,0.007140,-0.999953,1.342773,1.051192,3.983852,1.343186,1.050089,4.022886,1.411667,1.048809,3.965502,1.273424,1.053468,3.961796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4638,12.883333,-0.003039,-0.004785,0.007351,-0.999957,1.342810,1.051244,3.983872,1.343253,1.050484,4.023109,1.411757,1.048830,3.965457,1.273411,1.053489,3.961807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4639,12.886111,-0.003524,-0.004451,0.007055,-0.999959,1.342792,1.051183,3.983839,1.343199,1.050465,4.023092,1.411768,1.048788,3.965446,1.273353,1.053433,3.961727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640,12.888889,-0.005668,-0.001484,0.007038,-0.999958,1.342600,1.051280,3.984279,1.343186,1.050450,4.023061,1.411311,1.048567,3.966872,1.273367,1.053548,3.961747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4641,12.891667,-0.002675,-0.003205,0.007646,-0.999962,1.342867,1.051072,3.983986,1.343258,1.050375,4.023056,1.411687,1.048548,3.965805,1.273382,1.053454,3.961754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4642,12.894444,-0.005092,-0.004971,0.007190,-0.999949,1.342669,1.051286,3.983814,1.343222,1.050138,4.022868,1.411819,1.048531,3.965807,1.273439,1.053451,3.961752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4643,12.897222,-0.005303,-0.002969,0.009928,-0.999932,1.342770,1.051301,3.984352,1.343307,1.050539,4.023083,1.410923,1.047692,3.967444,1.273468,1.053565,3.961705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4644,12.900000,-0.008620,-0.002466,0.008034,-0.999928,1.342719,1.051374,3.984371,1.343253,1.050168,4.022869,1.411427,1.048607,3.966840,1.273487,1.053493,3.961727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4645,12.902778,-0.014391,-0.004316,0.008259,-0.999853,1.342738,1.050903,3.983725,1.343032,1.050177,4.022796,1.411791,1.048670,3.965431,1.273450,1.053518,3.961751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4646,12.905556,-0.005456,-0.004970,0.008638,-0.999936,1.342746,1.051328,3.983806,1.343243,1.050205,4.022898,1.411768,1.048817,3.965400,1.273413,1.053589,3.961763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4647,12.908333,-0.004208,-0.004752,0.008316,-0.999945,1.342756,1.051329,3.983788,1.343247,1.050094,4.022808,1.411807,1.048817,3.965393,1.273385,1.053550,3.961745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4648,12.911111,-0.009803,-0.006655,0.007174,-0.999904,1.342549,1.051666,3.983886,1.343258,1.050145,4.022840,1.409565,1.050324,3.965230,1.273408,1.053521,3.961690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4649,12.913889,-0.003874,-0.003071,0.008955,-0.999948,1.342800,1.051164,3.983927,1.343204,1.050170,4.022853,1.411780,1.048598,3.965747,1.273381,1.053463,3.961679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,12.916667,-0.007414,-0.002702,0.008651,-0.999932,1.342748,1.051338,3.984429,1.343283,1.050394,4.023053,1.411376,1.048576,3.966863,1.274597,1.052997,3.961944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4651,12.919444,-0.003697,-0.005058,0.008387,-0.999945,1.342853,1.051318,3.983819,1.343290,1.050531,4.022995,1.411756,1.048810,3.965380,1.274118,1.053033,3.961651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4652,12.922222,-0.003095,-0.004849,0.007962,-0.999952,1.342850,1.051167,3.983780,1.343240,1.050120,4.022811,1.411771,1.048646,3.965385,1.274112,1.052830,3.961625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4653,12.925000,-0.001998,-0.006346,0.005688,-0.999962,1.342807,1.051153,3.983710,1.343333,1.050455,4.023003,1.411597,1.048947,3.964936,1.273399,1.053548,3.961706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,12.927778,-0.008753,-0.004345,0.007745,-0.999922,1.342599,1.051592,3.984251,1.343332,1.050527,4.022968,1.411207,1.048836,3.966545,1.273374,1.053544,3.961685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4655,12.930556,-0.002762,-0.006132,0.007534,-0.999949,1.342760,1.051317,3.983679,1.343301,1.050490,4.023050,1.411549,1.048915,3.964954,1.273385,1.053611,3.961708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656,12.933333,-0.006392,-0.006935,0.009000,-0.999915,1.342792,1.051417,3.983782,1.343333,1.050238,4.022810,1.411517,1.048942,3.964997,1.273450,1.053579,3.961661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4657,12.936111,-0.000973,-0.005325,0.004688,-0.999974,1.342763,1.051039,3.983554,1.343290,1.050067,4.022802,1.411491,1.048932,3.964970,1.273461,1.053452,3.961655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
