Format Version,1.23,Take Name,Team 5 Real 1,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2019-08-04 11.06.20.925 AM,Total Frames in Take,11099,Total Exported Frames,11099,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
686,1.905556,-0.007569,-0.005694,0.007221,-0.999929,1.342489,1.051512,3.984130,1.343162,1.050461,4.023125,1.411137,1.048742,3.966279,1.273267,1.053418,3.961800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,1.908333,-0.014372,-0.005023,0.007890,-0.999853,1.342319,1.051819,3.984402,1.343170,1.050388,4.023105,1.410854,1.049751,3.966720,1.273310,1.053341,3.961825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1.911111,-0.004224,-0.005152,0.006885,-0.999954,1.342566,1.051314,3.983891,1.343168,1.050502,4.023164,1.411613,1.048618,3.965835,1.273339,1.053370,3.961761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,1.913889,-0.010885,-0.005378,0.005989,-0.999908,1.342391,1.051708,3.984197,1.343182,1.050505,4.023168,1.409384,1.050385,3.965305,1.273340,1.053456,3.961803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1.916667,-0.008290,-0.005942,0.008258,-0.999914,1.342429,1.051540,3.984140,1.343178,1.050355,4.023167,1.411066,1.048635,3.966277,1.273285,1.053516,3.961817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,1.919444,-0.010336,-0.004261,0.006574,-0.999916,1.342430,1.051590,3.984313,1.343159,1.050521,4.023142,1.410922,1.049754,3.966731,1.273286,1.053434,3.961828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,1.922222,-0.006882,-0.004769,0.007313,-0.999938,1.342454,1.051355,3.983873,1.343115,1.050136,4.022956,1.411671,1.048635,3.965942,1.273300,1.053426,3.961770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,1.925000,-0.005935,-0.005125,0.007807,-0.999939,1.342511,1.051366,3.983913,1.343200,1.050479,4.023184,1.411702,1.048497,3.965887,1.273325,1.053518,3.961809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,1.927778,-0.005767,-0.005329,0.007830,-0.999938,1.342501,1.051434,3.983884,1.343192,1.050443,4.023136,1.411658,1.048656,3.965795,1.273312,1.053499,3.961765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,1.930556,-0.005286,-0.006215,0.007988,-0.999935,1.342633,1.051313,3.984059,1.343142,1.050363,4.023175,1.411601,1.048892,3.965443,1.273246,1.053418,3.961815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,1.933333,-0.011991,-0.005044,0.006157,-0.999896,1.342391,1.051623,3.984139,1.343148,1.050029,4.022935,1.409841,1.050277,3.965449,1.273332,1.053400,3.961735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,1.936111,-0.004813,-0.004586,0.007446,-0.999950,1.342611,1.051305,3.983854,1.343094,1.050109,4.022915,1.411623,1.048888,3.965493,1.273302,1.053387,3.961779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,1.938889,-0.007466,-0.004331,0.006098,-0.999944,1.342539,1.051469,3.983968,1.343152,1.050382,4.023099,1.411642,1.048867,3.965463,1.273260,1.053410,3.961816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,1.941667,-0.004341,-0.004919,0.007766,-0.999948,1.342626,1.051342,3.983864,1.343170,1.050489,4.023172,1.411605,1.048885,3.965423,1.273304,1.053416,3.961723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,1.944444,-0.002929,-0.005126,0.007333,-0.999956,1.342729,1.051318,3.983886,1.343182,1.050499,4.023180,1.411604,1.048920,3.965410,1.273303,1.053530,3.961796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,1.947222,-0.013307,-0.006025,0.007578,-0.999865,1.342388,1.051892,3.984240,1.343184,1.050395,4.023134,1.409369,1.050469,3.965259,1.273341,1.053547,3.961758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1.950000,-0.002503,-0.003736,0.007813,-0.999959,1.342634,1.051171,3.984025,1.343101,1.050204,4.022963,1.411660,1.048519,3.965802,1.273313,1.053414,3.961844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1.952778,-0.013645,-0.005826,0.008060,-0.999858,1.342355,1.051930,3.984266,1.343132,1.050509,4.023144,1.408807,1.050757,3.965534,1.273288,1.053506,3.961812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,1.955556,-0.004669,-0.005109,0.007618,-0.999947,1.342655,1.051291,3.983903,1.343182,1.050447,4.023180,1.411608,1.048891,3.965451,1.273282,1.053405,3.961818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1.958333,-0.010436,-0.005388,0.005891,-0.999914,1.342380,1.051658,3.984231,1.343184,1.050435,4.023136,1.409310,1.050350,3.965350,1.273331,1.053298,3.961806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,1.961111,-0.011171,-0.004577,0.006356,-0.999907,1.342360,1.051676,3.984365,1.343207,1.050551,4.023204,1.410797,1.049578,3.966803,1.273291,1.053473,3.961835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,1.963889,-0.006861,-0.005150,0.007891,-0.999932,1.342513,1.051360,3.983920,1.343167,1.050327,4.023155,1.411661,1.048518,3.965805,1.273333,1.053562,3.961827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1.966667,-0.010527,-0.004849,0.006137,-0.999914,1.342522,1.051632,3.984214,1.343173,1.050420,4.023146,1.411101,1.048812,3.966283,1.273332,1.053460,3.961775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1.969444,-0.005395,-0.006159,0.007759,-0.999936,1.342549,1.051398,3.983807,1.343164,1.050485,4.023197,1.411412,1.049134,3.965107,1.273278,1.053494,3.961850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1.972222,-0.011268,-0.004098,0.006614,-0.999906,1.342424,1.051559,3.984281,1.343181,1.050110,4.022933,1.410830,1.049666,3.966697,1.273396,1.053431,3.961742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1.975000,-0.003530,-0.005084,0.007623,-0.999952,1.342664,1.051281,3.983837,1.343173,1.050468,4.023140,1.411710,1.048838,3.965372,1.273282,1.053377,3.961781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,1.977778,-0.003703,-0.003607,0.008680,-0.999949,1.342713,1.051217,3.984021,1.343175,1.050499,4.023154,1.411615,1.048880,3.965414,1.273314,1.053535,3.961747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,1.980556,-0.003940,-0.004923,0.007826,-0.999950,1.342611,1.051278,3.983877,1.343168,1.050382,4.023142,1.411572,1.048822,3.965446,1.273262,1.053439,3.961790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1.983333,-0.008252,-0.005860,0.008290,-0.999914,1.342449,1.051559,3.984095,1.343188,1.050457,4.023182,1.411115,1.048621,3.966211,1.273373,1.053562,3.961760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,1.986111,-0.004401,-0.004880,0.007976,-0.999947,1.342659,1.051340,3.983880,1.343167,1.050388,4.023139,1.411634,1.048889,3.965466,1.273281,1.053499,3.961750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,1.988889,-0.003884,-0.005039,0.007447,-0.999952,1.342686,1.051327,3.983911,1.343229,1.050520,4.023125,1.411666,1.048917,3.965478,1.273308,1.053418,3.961834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,1.991667,-0.003971,-0.005244,0.006455,-0.999958,1.342577,1.051347,3.983920,1.343170,1.050437,4.023165,1.411706,1.048636,3.965820,1.273328,1.053344,3.961827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,1.994444,-0.006291,-0.006267,0.008248,-0.999927,1.342597,1.051432,3.984053,1.343185,1.050400,4.023137,1.411446,1.048917,3.966051,1.273287,1.053378,3.961825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,1.997222,-0.013190,-0.005696,0.007746,-0.999867,1.342394,1.051858,3.984250,1.343145,1.050405,4.023147,1.409400,1.050367,3.965257,1.273361,1.053452,3.961819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,2.000000,-0.003675,-0.003224,0.008072,-0.999956,1.342719,1.051159,3.984087,1.343149,1.050475,4.023192,1.411676,1.048659,3.965888,1.273302,1.053345,3.961830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,2.002778,-0.004627,-0.003902,0.008791,-0.999943,1.342562,1.051231,3.984071,1.343129,1.050397,4.023195,1.411692,1.048514,3.965792,1.273306,1.053437,3.961842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,2.005556,-0.010140,-0.005444,0.006623,-0.999912,1.342365,1.051621,3.984182,1.343147,1.050396,4.023142,1.409445,1.050152,3.965219,1.273308,1.053422,3.961809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,2.008333,-0.005263,-0.004895,0.008014,-0.999942,1.342651,1.051288,3.983892,1.343176,1.050317,4.023152,1.411689,1.048870,3.965474,1.273328,1.053419,3.961812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,2.011111,-0.005661,-0.004922,0.007786,-0.999942,1.342608,1.051267,3.983850,1.343098,1.050143,4.022974,1.411651,1.048847,3.965419,1.273293,1.053452,3.961840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,2.013889,-0.007929,-0.005394,0.007944,-0.999922,1.342584,1.051454,3.984131,1.343165,1.050498,4.023129,1.411163,1.048787,3.966257,1.273305,1.053442,3.961848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,2.016667,-0.003377,-0.003093,0.008415,-0.999954,1.342694,1.051189,3.984023,1.343142,1.050493,4.023141,1.411697,1.048578,3.965835,1.273308,1.053463,3.961744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,2.019444,-0.016125,-0.005021,0.007457,-0.999830,1.342478,1.051016,3.983816,1.342970,1.050125,4.023011,1.411644,1.048581,3.965834,1.273295,1.053481,3.961804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,2.022222,-0.009287,-0.005529,0.007358,-0.999915,1.342495,1.051565,3.984113,1.343161,1.050436,4.023146,1.409429,1.050258,3.965294,1.273309,1.053506,3.961817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,2.025000,-0.007114,-0.004932,0.006979,-0.999938,1.342462,1.051316,3.983850,1.343113,1.050049,4.022953,1.411689,1.048663,3.965849,1.273331,1.053310,3.961763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,2.027778,-0.004557,-0.004067,0.008327,-0.999947,1.342542,1.051245,3.984020,1.343158,1.050420,4.023131,1.411546,1.048628,3.965738,1.273312,1.053364,3.961792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,2.030556,-0.010891,-0.004215,0.006848,-0.999908,1.342400,1.051642,3.984329,1.343154,1.050399,4.023155,1.410802,1.049612,3.966687,1.273255,1.053540,3.961823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,2.033333,-0.004799,-0.005074,0.008724,-0.999938,1.342637,1.051241,3.984215,1.343204,1.050475,4.023135,1.411664,1.048530,3.965828,1.273336,1.053414,3.961747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,2.036111,-0.004387,-0.003662,0.008186,-0.999950,1.342604,1.051218,3.984069,1.343183,1.050477,4.023167,1.411704,1.048535,3.965858,1.273334,1.053343,3.961809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,2.038889,-0.004352,-0.005258,0.007049,-0.999952,1.342546,1.051374,3.983902,1.343193,1.050499,4.023190,1.411592,1.048619,3.965786,1.273269,1.053455,3.961791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,2.041667,-0.004194,-0.005000,0.007531,-0.999950,1.342654,1.051293,3.983876,1.343198,1.050455,4.023152,1.411608,1.048832,3.965430,1.273308,1.053355,3.961754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,2.044444,-0.003065,-0.003891,0.008673,-0.999950,1.342609,1.051198,3.984088,1.343198,1.050403,4.023167,1.411677,1.048382,3.965843,1.273300,1.053461,3.961855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,2.047222,-0.004249,-0.004904,0.007528,-0.999951,1.342671,1.051298,3.983896,1.343187,1.050555,4.023146,1.411659,1.048888,3.965496,1.273328,1.053470,3.961825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,2.050000,-0.004990,-0.005112,0.007607,-0.999946,1.342521,1.051366,3.983899,1.343201,1.050469,4.023146,1.411727,1.048460,3.965882,1.273322,1.053419,3.961762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,2.052778,-0.005987,-0.003576,0.009134,-0.999934,1.342491,1.051301,3.984408,1.343181,1.050433,4.023192,1.410830,1.047834,3.967423,1.273310,1.053335,3.961823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,2.055556,-0.000908,-0.003550,0.007645,-0.999964,1.342794,1.051105,3.984045,1.343175,1.050433,4.023118,1.411614,1.048805,3.965422,1.273300,1.053398,3.961846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,2.058333,-0.003233,-0.005146,0.006842,-0.999958,1.342547,1.051331,3.983876,1.343167,1.050490,4.023136,1.411680,1.048578,3.965801,1.273247,1.053390,3.961753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,2.061111,-0.010449,-0.005295,0.005888,-0.999914,1.342402,1.051705,3.984208,1.343154,1.050483,4.023139,1.411100,1.048905,3.966269,1.273314,1.053484,3.961830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,2.063889,-0.002646,-0.003657,0.008105,-0.999957,1.342733,1.051194,3.984069,1.343198,1.050440,4.023122,1.411607,1.048608,3.965861,1.273295,1.053374,3.961836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,2.066667,-0.004378,-0.005286,0.007054,-0.999952,1.342588,1.051311,3.983876,1.343163,1.050375,4.023103,1.411639,1.048563,3.965792,1.273326,1.053415,3.961753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,2.069444,-0.001478,-0.003351,0.007349,-0.999966,1.342824,1.051136,3.984058,1.343158,1.050439,4.023189,1.411690,1.048658,3.965796,1.273310,1.053438,3.961804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,2.072222,-0.003603,-0.005291,0.006795,-0.999956,1.342580,1.051348,3.983898,1.343205,1.050442,4.023120,1.411649,1.048528,3.965793,1.273285,1.053415,3.961760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,2.075000,-0.002966,-0.003387,0.008533,-0.999954,1.342736,1.051218,3.984076,1.343154,1.050388,4.023150,1.411654,1.048608,3.965868,1.273307,1.053502,3.961773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,2.077778,-0.005259,-0.005434,0.007741,-0.999942,1.342551,1.051386,3.983910,1.343211,1.050429,4.023112,1.411695,1.048576,3.965838,1.273333,1.053434,3.961797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,2.080556,-0.004071,-0.003736,0.008826,-0.999946,1.342615,1.051252,3.984061,1.343195,1.050446,4.023198,1.411737,1.048493,3.965789,1.273316,1.053509,3.961752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,2.083333,-0.005717,-0.005308,0.007775,-0.999939,1.342523,1.051403,3.983912,1.343191,1.050456,4.023170,1.411654,1.048613,3.965817,1.273341,1.053484,3.961804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,2.086111,-0.006367,-0.005220,0.007476,-0.999938,1.342529,1.051379,3.983872,1.343254,1.050512,4.023127,1.411734,1.048567,3.965776,1.273335,1.053461,3.961734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,2.088889,-0.005549,-0.005491,0.007637,-0.999940,1.342490,1.051383,3.983884,1.343179,1.050428,4.023146,1.411619,1.048681,3.965766,1.273325,1.053351,3.961796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,2.091667,-0.005269,-0.004760,0.007673,-0.999945,1.342637,1.051311,3.983918,1.343161,1.050427,4.023163,1.411629,1.048896,3.965528,1.273330,1.053456,3.961831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,2.094444,-0.004047,-0.003662,0.008405,-0.999950,1.342695,1.051171,3.984038,1.343184,1.050479,4.023136,1.411627,1.048870,3.965449,1.273303,1.053357,3.961833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,2.097222,-0.009357,-0.003010,0.007772,-0.999922,1.342431,1.051402,3.984432,1.343163,1.050430,4.023180,1.411136,1.048669,3.966922,1.273278,1.053411,3.961762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,2.100000,-0.006443,-0.006368,0.008496,-0.999923,1.342536,1.051477,3.984032,1.343190,1.050454,4.023177,1.411479,1.048592,3.965796,1.273264,1.053487,3.961797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,2.102778,-0.005412,-0.005075,0.007927,-0.999941,1.342487,1.051366,3.983934,1.343220,1.050426,4.023136,1.411613,1.048400,3.965953,1.273283,1.053412,3.961790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,2.105556,-0.004663,-0.003083,0.008212,-0.999951,1.342696,1.051121,3.984015,1.343128,1.050104,4.022974,1.411656,1.048912,3.965478,1.273242,1.053423,3.961759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,2.108333,-0.010628,-0.002973,0.007824,-0.999909,1.342399,1.051430,3.984412,1.343132,1.050104,4.022943,1.411177,1.048644,3.966895,1.273297,1.053441,3.961744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
