Format Version,1.23,Take Name,Corner Reflector,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2019-08-01 01.20.55.123 PM,Total Frames in Take,2439,Total Exported Frames,2439,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Corner Reflector,Corner Reflector,Corner Reflector,Corner Reflector,Corner Reflector,Corner Reflector,Corner Reflector,Corner Reflector:Marker1,Corner Reflector:Marker1,Corner Reflector:Marker1,Corner Reflector:Marker2,Corner Reflector:Marker2,Corner Reflector:Marker2,Corner Reflector:Marker3,Corner Reflector:Marker3,Corner Reflector:Marker3
,ID,"6F334016B48011E97C158CA05683E95","6F334016B48011E97C158CA05683E95","6F334016B48011E97C158CA05683E95","6F334016B48011E97C158CA05683E95","6F334016B48011E97C158CA05683E95","6F334016B48011E97C158CA05683E95","6F334016B48011E97C158CA05683E95","C58A0","C58A0","C58A0","C58E0","C58E0","C58E0","C5E10","C5E10","C5E10"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
85,0.236111,0.006760,-0.005877,0.023251,-0.999690,1.792821,-0.017444,-1.810082,1.810204,-0.019989,-1.860141,1.774711,-0.015941,-1.825904,1.794713,-0.018315,-1.743703
86,0.238889,0.002625,-0.005283,0.010776,-0.999925,1.793019,-0.017317,-1.810352,1.811581,-0.015418,-1.860128,1.774688,-0.015934,-1.825941,1.794645,-0.018501,-1.743962
87,0.241667,0.006733,-0.005755,0.020876,-0.999743,1.792843,-0.017480,-1.810107,1.810270,-0.019953,-1.860093,1.774695,-0.016076,-1.825935,1.794334,-0.017914,-1.743683
88,0.244444,0.004027,-0.005067,0.009255,-0.999936,1.792962,-0.017162,-1.810293,1.811574,-0.015569,-1.860281,1.774689,-0.015994,-1.825897,1.794772,-0.017792,-1.743534
89,0.247222,0.004332,-0.005253,0.014297,-0.999875,1.793044,-0.017219,-1.809964,1.811586,-0.015518,-1.860263,1.774699,-0.016019,-1.825914,1.794080,-0.018123,-1.743625
90,0.250000,0.004900,-0.006007,0.016803,-0.999829,1.793118,-0.017576,-1.810180,1.811519,-0.015424,-1.860191,1.774686,-0.016030,-1.825959,1.794750,-0.018806,-1.743874
91,0.252778,0.004883,-0.003885,0.010797,-0.999922,1.792949,-0.017138,-1.810161,1.811532,-0.015423,-1.860240,1.774661,-0.015944,-1.825912,1.794418,-0.016827,-1.743482
92,0.255556,0.002391,-0.005705,0.013741,-0.999887,1.793228,-0.017330,-1.810075,1.811502,-0.015469,-1.860217,1.774745,-0.016007,-1.825979,1.794692,-0.018336,-1.743630
93,0.258333,0.004945,-0.004052,0.011059,-0.999918,1.793007,-0.017263,-1.810146,1.811514,-0.015473,-1.860174,1.774758,-0.016067,-1.826004,1.794483,-0.016852,-1.743593
94,0.261111,0.004787,-0.004417,0.016016,-0.999851,1.792897,-0.017129,-1.809992,1.811559,-0.015432,-1.860145,1.774743,-0.016025,-1.825958,1.794457,-0.016899,-1.743526
95,0.263889,0.004544,-0.004932,0.014654,-0.999870,1.792937,-0.017132,-1.810027,1.811609,-0.015487,-1.860191,1.774732,-0.016012,-1.825913,1.794305,-0.017836,-1.743779
96,0.266667,0.004835,-0.004257,0.011256,-0.999916,1.792927,-0.017122,-1.810164,1.811514,-0.015473,-1.860229,1.774688,-0.015921,-1.825887,1.794514,-0.016941,-1.743652
97,0.269444,0.003588,-0.005040,0.013997,-0.999883,1.793090,-0.017324,-1.810217,1.811578,-0.015476,-1.860200,1.774746,-0.016062,-1.825999,1.794663,-0.018402,-1.743934
98,0.272222,0.003736,-0.005139,0.011630,-0.999912,1.792855,-0.017199,-1.810232,1.811560,-0.015459,-1.860250,1.774677,-0.016012,-1.825912,1.794490,-0.016894,-1.743565
